"alt_06.tif" "alt_07.tif" "alt_11.tif" "alt_12.tif" "alt_13.tif" "alt_15.tif" "alt_16.tif" "alt_17.tif" "alt_18.tif" "bio1_06.tif" "bio1_07.tif" "bio1_11.tif" "bio1_12.tif" "bio1_13.tif" "bio1_15.tif" "bio1_16.tif" "bio1_17.tif" "bio1_18.tif" "bio10_06.tif" "bio10_07.tif" "bio10_11.tif" "bio10_12.tif" "bio10_13.tif" "bio10_15.tif" "bio10_16.tif" "bio10_17.tif" "bio10_18.tif" "bio11_06.tif" "bio11_07.tif" "bio11_11.tif" "bio11_12.tif" "bio11_13.tif" "bio11_15.tif" "bio11_16.tif" "bio11_17.tif" "bio11_18.tif" "bio12_06.tif" "bio12_07.tif" "bio12_11.tif" "bio12_12.tif" "bio12_13.tif" "bio12_15.tif" "bio12_16.tif" "bio12_17.tif" "bio12_18.tif" "bio13_06.tif" "bio13_07.tif" "bio13_11.tif" "bio13_12.tif" "bio13_13.tif" "bio13_15.tif" "bio13_16.tif" "bio13_17.tif" "bio13_18.tif" "bio14_06.tif" "bio14_07.tif" "bio14_11.tif" "bio14_12.tif" "bio14_13.tif" "bio14_15.tif" "bio14_16.tif" "bio14_17.tif" "bio14_18.tif" "bio15_06.tif" "bio15_07.tif" "bio15_11.tif" "bio15_12.tif" "bio15_13.tif" "bio15_15.tif" "bio15_16.tif" "bio15_17.tif" "bio15_18.tif" "bio16_06.tif" "bio16_07.tif" "bio16_11.tif" "bio16_12.tif" "bio16_13.tif" "bio16_15.tif" "bio16_16.tif" "bio16_17.tif" "bio16_18.tif" "bio17_06.tif" "bio17_07.tif" "bio17_11.tif" "bio17_12.tif" "bio17_13.tif" "bio17_15.tif" "bio17_16.tif" "bio17_17.tif" "bio17_18.tif" "bio18_06.tif" "bio18_07.tif" "bio18_11.tif" "bio18_12.tif" "bio18_13.tif" "bio18_15.tif" "bio18_16.tif" "bio18_17.tif" "bio18_18.tif" "bio19_06.tif" "bio19_07.tif" "bio19_11.tif" "bio19_12.tif" "bio19_13.tif" "bio19_15.tif" "bio19_16.tif" "bio19_17.tif" "bio19_18.tif" "bio2_06.tif" "bio2_07.tif" "bio2_11.tif" "bio2_12.tif" "bio2_13.tif" "bio2_15.tif" "bio2_16.tif" "bio2_17.tif" "bio2_18.tif" "bio3_06.tif" "bio3_07.tif" "bio3_11.tif" "bio3_12.tif" "bio3_13.tif" "bio3_15.tif" "bio3_16.tif" "bio3_17.tif" "bio3_18.tif" "bio4_06.tif" "bio4_07.tif" "bio4_11.tif" "bio4_12.tif" "bio4_13.tif" "bio4_15.tif" "bio4_16.tif" "bio4_17.tif" "bio4_18.tif" "bio5_06.tif" "bio5_07.tif" "bio5_11.tif" "bio5_12.tif" "bio5_13.tif" "bio5_15.tif" "bio5_16.tif" "bio5_17.tif" "bio5_18.tif" "bio6_06.tif" "bio6_07.tif" "bio6_11.tif" "bio6_12.tif" "bio6_13.tif" "bio6_15.tif" "bio6_16.tif" "bio6_17.tif" "bio6_18.tif" "bio7_06.tif" "bio7_07.tif" "bio7_11.tif" "bio7_12.tif" "bio7_13.tif" "bio7_15.tif" "bio7_16.tif" "bio7_17.tif" "bio7_18.tif" "bio8_06.tif" "bio8_07.tif" "bio8_11.tif" "bio8_12.tif" "bio8_13.tif" "bio8_15.tif" "bio8_16.tif" "bio8_17.tif" "bio8_18.tif" "bio9_06.tif" "bio9_07.tif" "bio9_11.tif" "bio9_12.tif" "bio9_13.tif" "bio9_15.tif" "bio9_16.tif" "bio9_17.tif" "bio9_18.tif"
"1022454156" NA NA NA NA NA NA NA 41 NA NA NA NA NA NA NA NA 174 NA NA NA NA NA NA NA NA 285 NA NA NA NA NA NA NA NA 61 NA NA NA NA NA NA NA NA 200 NA NA NA NA NA NA NA NA 30 NA NA NA NA NA NA NA NA 3 NA NA NA NA NA NA NA NA 54 NA NA NA NA NA NA NA NA 79 NA NA NA NA NA NA NA NA 12 NA NA NA NA NA NA NA NA 12 NA NA NA NA NA NA NA NA 74 NA NA NA NA NA NA NA NA 119 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 8804 NA NA NA NA NA NA NA NA 356 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA 355 NA NA NA NA NA NA NA NA 71 NA NA NA NA NA NA NA NA 285 NA
"1022527660" NA 141 NA NA NA NA NA NA NA NA 9 NA NA NA NA NA NA NA NA 158 NA NA NA NA NA NA NA NA -142 NA NA NA NA NA NA NA NA 662 NA NA NA NA NA NA NA NA 80 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA NA 98 NA NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA NA 126 NA NA NA NA NA NA NA NA 86 NA NA NA NA NA NA NA NA 19 NA NA NA NA NA NA NA NA 11565 NA NA NA NA NA NA NA NA 233 NA NA NA NA NA NA NA NA -199 NA NA NA NA NA NA NA NA 432 NA NA NA NA NA NA NA NA 158 NA NA NA NA NA NA NA NA -61 NA NA NA NA NA NA NA
"1022527694" NA NA NA NA NA NA NA 12 NA NA NA NA NA NA NA NA 71 NA NA NA NA NA NA NA NA 235 NA NA NA NA NA NA NA NA -102 NA NA NA NA NA NA NA NA 217 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA NA NA 17 NA NA NA NA NA NA NA NA 68 NA NA NA NA NA NA NA NA 44 NA NA NA NA NA NA NA NA 57 NA NA NA NA NA NA NA NA 54 NA NA NA NA NA NA NA NA 112 NA NA NA NA NA NA NA NA 23 NA NA NA NA NA NA NA NA 13289 NA NA NA NA NA NA NA NA 320 NA NA NA NA NA NA NA NA -162 NA NA NA NA NA NA NA NA 482 NA NA NA NA NA NA NA NA -4 NA NA NA NA NA NA NA NA -93 NA
"1022527929" NA NA NA NA NA NA NA 224 NA NA NA NA NA NA NA NA 100 NA NA NA NA NA NA NA NA 219 NA NA NA NA NA NA NA NA -21 NA NA NA NA NA NA NA NA 508 NA NA NA NA NA NA NA NA 77 NA NA NA NA NA NA NA NA 23 NA NA NA NA NA NA NA NA 40 NA NA NA NA NA NA NA NA 202 NA NA NA NA NA NA NA NA 74 NA NA NA NA NA NA NA NA 196 NA NA NA NA NA NA NA NA 76 NA NA NA NA NA NA NA NA 101 NA NA NA NA NA NA NA NA 28 NA NA NA NA NA NA NA NA 9354 NA NA NA NA NA NA NA NA 290 NA NA NA NA NA NA NA NA -68 NA NA NA NA NA NA NA NA 358 NA NA NA NA NA NA NA NA 200 NA NA NA NA NA NA NA NA -11 NA
"1022548282" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1022554094" NA NA NA NA NA NA NA 525 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 200 NA NA NA NA NA NA NA NA -25 NA NA NA NA NA NA NA NA 567 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 20 NA NA NA NA NA NA NA NA 46 NA NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA NA 72 NA NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA NA 73 NA NA NA NA NA NA NA NA 102 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 8829 NA NA NA NA NA NA NA NA 269 NA NA NA NA NA NA NA NA -75 NA NA NA NA NA NA NA NA 344 NA NA NA NA NA NA NA NA 181 NA NA NA NA NA NA NA NA -17 NA
"1022589258" NA NA NA NA NA NA 253 NA NA NA NA NA NA NA NA 130 NA NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA NA 39 NA NA NA NA NA NA NA NA 612 NA NA NA NA NA NA NA NA 77 NA NA NA NA NA NA NA NA 25 NA NA NA NA NA NA NA NA 30 NA NA NA NA NA NA NA NA 217 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 100 NA NA NA NA NA NA NA NA 194 NA NA NA NA NA NA NA NA 105 NA NA NA NA NA NA NA NA 34 NA NA NA NA NA NA NA NA 7167 NA NA NA NA NA NA NA NA 301 NA NA NA NA NA NA NA NA -5 NA NA NA NA NA NA NA NA 306 NA NA NA NA NA NA NA NA 56 NA NA NA NA NA NA NA NA 217 NA NA
"1030499212" NA NA NA NA NA NA 6 NA NA NA NA NA NA NA NA 144 NA NA NA NA NA NA NA NA 225 NA NA NA NA NA NA NA NA 65 NA NA NA NA NA NA NA NA 726 NA NA NA NA NA NA NA NA 120 NA NA NA NA NA NA NA NA 23 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 308 NA NA NA NA NA NA NA NA 83 NA NA NA NA NA NA NA NA 83 NA NA NA NA NA NA NA NA 235 NA NA NA NA NA NA NA NA 75 NA NA NA NA NA NA NA NA 30 NA NA NA NA NA NA NA NA 6308 NA NA NA NA NA NA NA NA 279 NA NA NA NA NA NA NA NA 33 NA NA NA NA NA NA NA NA 246 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 225 NA NA
"1038569168" NA NA NA NA NA NA NA 1764 NA NA NA NA NA NA NA NA 62 NA NA NA NA NA NA NA NA 157 NA NA NA NA NA NA NA NA -44 NA NA NA NA NA NA NA NA 462 NA NA NA NA NA NA NA NA 62 NA NA NA NA NA NA NA NA 8 NA NA NA NA NA NA NA NA 47 NA NA NA NA NA NA NA NA 174 NA NA NA NA NA NA NA NA 30 NA NA NA NA NA NA NA NA 53 NA NA NA NA NA NA NA NA 139 NA NA NA NA NA NA NA NA 133 NA NA NA NA NA NA NA NA 36 NA NA NA NA NA NA NA NA 7827 NA NA NA NA NA NA NA NA 264 NA NA NA NA NA NA NA NA -104 NA NA NA NA NA NA NA NA 368 NA NA NA NA NA NA NA NA 56 NA NA NA NA NA NA NA NA 156 NA
"1038571715" NA NA NA NA NA NA NA 2066 NA NA NA NA NA NA NA NA 78 NA NA NA NA NA NA NA NA 187 NA NA NA NA NA NA NA NA -27 NA NA NA NA NA NA NA NA 647 NA NA NA NA NA NA NA NA 97 NA NA NA NA NA NA NA NA 6 NA NA NA NA NA NA NA NA 57 NA NA NA NA NA NA NA NA 251 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 201 NA NA NA NA NA NA NA NA 100 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 8450 NA NA NA NA NA NA NA NA 267 NA NA NA NA NA NA NA NA -76 NA NA NA NA NA NA NA NA 343 NA NA NA NA NA NA NA NA 7 NA NA NA NA NA NA NA NA 187 NA
"1038960818" NA NA NA NA NA NA NA 2031 NA NA NA NA NA NA NA NA 59 NA NA NA NA NA NA NA NA 169 NA NA NA NA NA NA NA NA -57 NA NA NA NA NA NA NA NA 539 NA NA NA NA NA NA NA NA 81 NA NA NA NA NA NA NA NA 15 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 208 NA NA NA NA NA NA NA NA 55 NA NA NA NA NA NA NA NA 55 NA NA NA NA NA NA NA NA 123 NA NA NA NA NA NA NA NA 115 NA NA NA NA NA NA NA NA 30 NA NA NA NA NA NA NA NA 8850 NA NA NA NA NA NA NA NA 262 NA NA NA NA NA NA NA NA -116 NA NA NA NA NA NA NA NA 378 NA NA NA NA NA NA NA NA 44 NA NA NA NA NA NA NA NA 169 NA
"1041319188" NA NA NA NA NA NA NA 263 NA NA NA NA NA NA NA NA 79 NA NA NA NA NA NA NA NA 203 NA NA NA NA NA NA NA NA -49 NA NA NA NA NA NA NA NA 527 NA NA NA NA NA NA NA NA 63 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 21 NA NA NA NA NA NA NA NA 166 NA NA NA NA NA NA NA NA 110 NA NA NA NA NA NA NA NA 158 NA NA NA NA NA NA NA NA 134 NA NA NA NA NA NA NA NA 82 NA NA NA NA NA NA NA NA 23 NA NA NA NA NA NA NA NA 9920 NA NA NA NA NA NA NA NA 262 NA NA NA NA NA NA NA NA -92 NA NA NA NA NA NA NA NA 354 NA NA NA NA NA NA NA NA 186 NA NA NA NA NA NA NA NA 8 NA
"1041319204" NA NA NA NA NA NA NA 218 NA NA NA NA NA NA NA NA 81 NA NA NA NA NA NA NA NA 205 NA NA NA NA NA NA NA NA -46 NA NA NA NA NA NA NA NA 523 NA NA NA NA NA NA NA NA 62 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 20 NA NA NA NA NA NA NA NA 163 NA NA NA NA NA NA NA NA 109 NA NA NA NA NA NA NA NA 156 NA NA NA NA NA NA NA NA 133 NA NA NA NA NA NA NA NA 81 NA NA NA NA NA NA NA NA 22 NA NA NA NA NA NA NA NA 9903 NA NA NA NA NA NA NA NA 264 NA NA NA NA NA NA NA NA -89 NA NA NA NA NA NA NA NA 353 NA NA NA NA NA NA NA NA 188 NA NA NA NA NA NA NA NA 11 NA
"1041319651" NA NA NA NA NA NA NA 96 NA NA NA NA NA NA NA NA 81 NA NA NA NA NA NA NA NA 193 NA NA NA NA NA NA NA NA -38 NA NA NA NA NA NA NA NA 621 NA NA NA NA NA NA NA NA 84 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 27 NA NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA NA 119 NA NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA NA 133 NA NA NA NA NA NA NA NA 81 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 9054 NA NA NA NA NA NA NA NA 251 NA NA NA NA NA NA NA NA -79 NA NA NA NA NA NA NA NA 330 NA NA NA NA NA NA NA NA 193 NA NA NA NA NA NA NA NA -28 NA
"1041319658" NA NA NA NA NA NA NA 114 NA NA NA NA NA NA NA NA 80 NA NA NA NA NA NA NA NA 194 NA NA NA NA NA NA NA NA -36 NA NA NA NA NA NA NA NA 553 NA NA NA NA NA NA NA NA 75 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 200 NA NA NA NA NA NA NA NA 111 NA NA NA NA NA NA NA NA 197 NA NA NA NA NA NA NA NA 123 NA NA NA NA NA NA NA NA 82 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 9065 NA NA NA NA NA NA NA NA 255 NA NA NA NA NA NA NA NA -78 NA NA NA NA NA NA NA NA 333 NA NA NA NA NA NA NA NA 180 NA NA NA NA NA NA NA NA 82 NA
"1041320145" NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 90 NA NA NA NA NA NA NA NA 214 NA NA NA NA NA NA NA NA -39 NA NA NA NA NA NA NA NA 522 NA NA NA NA NA NA NA NA 61 NA NA NA NA NA NA NA NA 30 NA NA NA NA NA NA NA NA 21 NA NA NA NA NA NA NA NA 161 NA NA NA NA NA NA NA NA 107 NA NA NA NA NA NA NA NA 158 NA NA NA NA NA NA NA NA 137 NA NA NA NA NA NA NA NA 83 NA NA NA NA NA NA NA NA 23 NA NA NA NA NA NA NA NA 9942 NA NA NA NA NA NA NA NA 275 NA NA NA NA NA NA NA NA -81 NA NA NA NA NA NA NA NA 356 NA NA NA NA NA NA NA NA 198 NA NA NA NA NA NA NA NA 19 NA
"1041320850" NA NA NA NA NA NA NA 52 NA NA NA NA NA NA NA NA 110 NA NA NA NA NA NA NA NA 214 NA NA NA NA NA NA NA NA 10 NA NA NA NA NA NA NA NA 419 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 27 NA NA NA NA NA NA NA NA 15 NA NA NA NA NA NA NA NA 118 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 118 NA NA NA NA NA NA NA NA 106 NA NA NA NA NA NA NA NA 93 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 8001 NA NA NA NA NA NA NA NA 283 NA NA NA NA NA NA NA NA -34 NA NA NA NA NA NA NA NA 317 NA NA NA NA NA NA NA NA 214 NA NA NA NA NA NA NA NA 47 NA
"1041321068" NA NA NA NA NA NA NA 159 NA NA NA NA NA NA NA NA 82 NA NA NA NA NA NA NA NA 199 NA NA NA NA NA NA NA NA -35 NA NA NA NA NA NA NA NA 526 NA NA NA NA NA NA NA NA 69 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 27 NA NA NA NA NA NA NA NA 186 NA NA NA NA NA NA NA NA 105 NA NA NA NA NA NA NA NA 180 NA NA NA NA NA NA NA NA 122 NA NA NA NA NA NA NA NA 80 NA NA NA NA NA NA NA NA 23 NA NA NA NA NA NA NA NA 9158 NA NA NA NA NA NA NA NA 259 NA NA NA NA NA NA NA NA -76 NA NA NA NA NA NA NA NA 335 NA NA NA NA NA NA NA NA 181 NA NA NA NA NA NA NA NA 85 NA
"1041346521" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 101 NA NA NA NA NA NA NA NA 217 NA NA NA NA NA NA NA NA -13 NA NA NA NA NA NA NA NA 428 NA NA NA NA NA NA NA NA 51 NA NA NA NA NA NA NA NA 25 NA NA NA NA NA NA NA NA 21 NA NA NA NA NA NA NA NA 138 NA NA NA NA NA NA NA NA 85 NA NA NA NA NA NA NA NA 133 NA NA NA NA NA NA NA NA 96 NA NA NA NA NA NA NA NA 89 NA NA NA NA NA NA NA NA 26 NA NA NA NA NA NA NA NA 9017 NA NA NA NA NA NA NA NA 284 NA NA NA NA NA NA NA NA -57 NA NA NA NA NA NA NA NA 341 NA NA NA NA NA NA NA NA 197 NA NA NA NA NA NA NA NA -8 NA
"1041352458" NA NA 342 NA NA NA NA NA NA NA NA 103 NA NA NA NA NA NA NA NA 196 NA NA NA NA NA NA NA NA 14 NA NA NA NA NA NA NA NA 294 NA NA NA NA NA NA NA NA 50 NA NA NA NA NA NA NA NA 5 NA NA NA NA NA NA NA NA 60 NA NA NA NA NA NA NA NA 143 NA NA NA NA NA NA NA NA 26 NA NA NA NA NA NA NA NA 28 NA NA NA NA NA NA NA NA 128 NA NA NA NA NA NA NA NA 135 NA NA NA NA NA NA NA NA 39 NA NA NA NA NA NA NA NA 7155 NA NA NA NA NA NA NA NA 303 NA NA NA NA NA NA NA NA -38 NA NA NA NA NA NA NA NA 341 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 193 NA NA NA NA NA NA
"1041353383" NA NA NA 208 NA NA NA NA NA NA NA NA 115 NA NA NA NA NA NA NA NA 215 NA NA NA NA NA NA NA NA 19 NA NA NA NA NA NA NA NA 265 NA NA NA NA NA NA NA NA 37 NA NA NA NA NA NA NA NA 7 NA NA NA NA NA NA NA NA 40 NA NA NA NA NA NA NA NA 105 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 34 NA NA NA NA NA NA NA NA 93 NA NA NA NA NA NA NA NA 130 NA NA NA NA NA NA NA NA 37 NA NA NA NA NA NA NA NA 7612 NA NA NA NA NA NA NA NA 316 NA NA NA NA NA NA NA NA -30 NA NA NA NA NA NA NA NA 346 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 209 NA NA NA NA NA
"1041354053" NA NA NA 682 NA NA NA NA NA NA NA NA 88 NA NA NA NA NA NA NA NA 183 NA NA NA NA NA NA NA NA -3 NA NA NA NA NA NA NA NA 620 NA NA NA NA NA NA NA NA 73 NA NA NA NA NA NA NA NA 24 NA NA NA NA NA NA NA NA 30 NA NA NA NA NA NA NA NA 216 NA NA NA NA NA NA NA NA 87 NA NA NA NA NA NA NA NA 100 NA NA NA NA NA NA NA NA 202 NA NA NA NA NA NA NA NA 129 NA NA NA NA NA NA NA NA 37 NA NA NA NA NA NA NA NA 7241 NA NA NA NA NA NA NA NA 291 NA NA NA NA NA NA NA NA -51 NA NA NA NA NA NA NA NA 342 NA NA NA NA NA NA NA NA 3 NA NA NA NA NA NA NA NA 179 NA NA NA NA NA
"1041356225" NA NA NA 1313 NA NA NA NA NA NA NA NA 109 NA NA NA NA NA NA NA NA 217 NA NA NA NA NA NA NA NA 8 NA NA NA NA NA NA NA NA 139 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 7 NA NA NA NA NA NA NA NA 25 NA NA NA NA NA NA NA NA 48 NA NA NA NA NA NA NA NA 26 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 32 NA NA NA NA NA NA NA NA 180 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 8153 NA NA NA NA NA NA NA NA 342 NA NA NA NA NA NA NA NA -74 NA NA NA NA NA NA NA NA 416 NA NA NA NA NA NA NA NA 144 NA NA NA NA NA NA NA NA 211 NA NA NA NA NA
"1041356244" NA NA NA 470 NA NA NA NA NA NA NA NA 96 NA NA NA NA NA NA NA NA 201 NA NA NA NA NA NA NA NA -10 NA NA NA NA NA NA NA NA 218 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 7 NA NA NA NA NA NA NA NA 39 NA NA NA NA NA NA NA NA 86 NA NA NA NA NA NA NA NA 25 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 77 NA NA NA NA NA NA NA NA 130 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 8233 NA NA NA NA NA NA NA NA 304 NA NA NA NA NA NA NA NA -62 NA NA NA NA NA NA NA NA 366 NA NA NA NA NA NA NA NA -5 NA NA NA NA NA NA NA NA 196 NA NA NA NA NA
"1041357140" NA NA NA 2357 NA NA NA NA NA NA NA NA 49 NA NA NA NA NA NA NA NA 147 NA NA NA NA NA NA NA NA -41 NA NA NA NA NA NA NA NA 464 NA NA NA NA NA NA NA NA 62 NA NA NA NA NA NA NA NA 15 NA NA NA NA NA NA NA NA 41 NA NA NA NA NA NA NA NA 172 NA NA NA NA NA NA NA NA 55 NA NA NA NA NA NA NA NA 170 NA NA NA NA NA NA NA NA 55 NA NA NA NA NA NA NA NA 172 NA NA NA NA NA NA NA NA 44 NA NA NA NA NA NA NA NA 7354 NA NA NA NA NA NA NA NA 254 NA NA NA NA NA NA NA NA -130 NA NA NA NA NA NA NA NA 384 NA NA NA NA NA NA NA NA 124 NA NA NA NA NA NA NA NA -41 NA NA NA NA NA
"1041359104" NA NA NA 1679 NA NA NA NA NA NA NA NA 98 NA NA NA NA NA NA NA NA 209 NA NA NA NA NA NA NA NA -4 NA NA NA NA NA NA NA NA 410 NA NA NA NA NA NA NA NA 69 NA NA NA NA NA NA NA NA 13 NA NA NA NA NA NA NA NA 50 NA NA NA NA NA NA NA NA 175 NA NA NA NA NA NA NA NA 42 NA NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA NA 42 NA NA NA NA NA NA NA NA 155 NA NA NA NA NA NA NA NA 39 NA NA NA NA NA NA NA NA 8346 NA NA NA NA NA NA NA NA 308 NA NA NA NA NA NA NA NA -89 NA NA NA NA NA NA NA NA 397 NA NA NA NA NA NA NA NA 183 NA NA NA NA NA NA NA NA -4 NA NA NA NA NA
"1041359484" NA NA NA 432 NA NA NA NA NA NA NA NA 109 NA NA NA NA NA NA NA NA 206 NA NA NA NA NA NA NA NA 18 NA NA NA NA NA NA NA NA 449 NA NA NA NA NA NA NA NA 58 NA NA NA NA NA NA NA NA 12 NA NA NA NA NA NA NA NA 39 NA NA NA NA NA NA NA NA 171 NA NA NA NA NA NA NA NA 50 NA NA NA NA NA NA NA NA 57 NA NA NA NA NA NA NA NA 154 NA NA NA NA NA NA NA NA 128 NA NA NA NA NA NA NA NA 37 NA NA NA NA NA NA NA NA 7316 NA NA NA NA NA NA NA NA 311 NA NA NA NA NA NA NA NA -32 NA NA NA NA NA NA NA NA 343 NA NA NA NA NA NA NA NA 23 NA NA NA NA NA NA NA NA 201 NA NA NA NA NA
"1041359776" NA NA 362 NA NA NA NA NA NA NA NA 102 NA NA NA NA NA NA NA NA 195 NA NA NA NA NA NA NA NA 12 NA NA NA NA NA NA NA NA 300 NA NA NA NA NA NA NA NA 51 NA NA NA NA NA NA NA NA 6 NA NA NA NA NA NA NA NA 58 NA NA NA NA NA NA NA NA 145 NA NA NA NA NA NA NA NA 27 NA NA NA NA NA NA NA NA 29 NA NA NA NA NA NA NA NA 131 NA NA NA NA NA NA NA NA 136 NA NA NA NA NA NA NA NA 40 NA NA NA NA NA NA NA NA 7127 NA NA NA NA NA NA NA NA 301 NA NA NA NA NA NA NA NA -39 NA NA NA NA NA NA NA NA 340 NA NA NA NA NA NA NA NA 17 NA NA NA NA NA NA NA NA 191 NA NA NA NA NA NA
"1041365556" NA NA NA 1422 NA NA NA NA NA NA NA NA 69 NA NA NA NA NA NA NA NA 196 NA NA NA NA NA NA NA NA -55 NA NA NA NA NA NA NA NA 348 NA NA NA NA NA NA NA NA 65 NA NA NA NA NA NA NA NA 9 NA NA NA NA NA NA NA NA 60 NA NA NA NA NA NA NA NA 165 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 131 NA NA NA NA NA NA NA NA 31 NA NA NA NA NA NA NA NA 155 NA NA NA NA NA NA NA NA 35 NA NA NA NA NA NA NA NA 9670 NA NA NA NA NA NA NA NA 307 NA NA NA NA NA NA NA NA -134 NA NA NA NA NA NA NA NA 441 NA NA NA NA NA NA NA NA 166 NA NA NA NA NA NA NA NA -55 NA NA NA NA NA
"1041369992" NA NA NA 1892 NA NA NA NA NA NA NA NA 54 NA NA NA NA NA NA NA NA 174 NA NA NA NA NA NA NA NA -58 NA NA NA NA NA NA NA NA 332 NA NA NA NA NA NA NA NA 56 NA NA NA NA NA NA NA NA 14 NA NA NA NA NA NA NA NA 46 NA NA NA NA NA NA NA NA 143 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 96 NA NA NA NA NA NA NA NA 43 NA NA NA NA NA NA NA NA 153 NA NA NA NA NA NA NA NA 36 NA NA NA NA NA NA NA NA 9014 NA NA NA NA NA NA NA NA 283 NA NA NA NA NA NA NA NA -139 NA NA NA NA NA NA NA NA 422 NA NA NA NA NA NA NA NA 93 NA NA NA NA NA NA NA NA -58 NA NA NA NA NA
"1041371584" NA NA NA 1493 NA NA NA NA NA NA NA NA 93 NA NA NA NA NA NA NA NA 207 NA NA NA NA NA NA NA NA -17 NA NA NA NA NA NA NA NA 354 NA NA NA NA NA NA NA NA 62 NA NA NA NA NA NA NA NA 8 NA NA NA NA NA NA NA NA 56 NA NA NA NA NA NA NA NA 157 NA NA NA NA NA NA NA NA 27 NA NA NA NA NA NA NA NA 128 NA NA NA NA NA NA NA NA 27 NA NA NA NA NA NA NA NA 162 NA NA NA NA NA NA NA NA 39 NA NA NA NA NA NA NA NA 8698 NA NA NA NA NA NA NA NA 309 NA NA NA NA NA NA NA NA -106 NA NA NA NA NA NA NA NA 415 NA NA NA NA NA NA NA NA 183 NA NA NA NA NA NA NA NA -17 NA NA NA NA NA
